ID;Nome Completo;Gênero;Data de Nascimento;Idade;Estado Civil;Cargo;Departamento;Data de Admissão;Salário (R$);Tipo de Contrato;Escolaridade;Status;Cidade;Estado;Home Office;Avaliação de Desempenho (0-10);Faltas no Ano;Treinamentos Concluídos
960;Pedro Miguel da Luz;Feminino;1971-01-31;54;Viúvo(a);Assistente Administrativo;Financeiro;2017-02-06;2444.82;PJ;Pós-graduação;Ativo;Silveira do Norte;RJ;Não;2.2;3;9
961;Dra. Yasmin Cunha;Masculino;1989-01-18;36;Casado(a);Contador;Logística;2024-05-10;4521.29;PJ;Pós-graduação;Desligado;Duarte;BA;Não;6.3;20;10
962;Danilo Teixeira;Outro;1994-08-23;30;Viúvo(a);Assistente Administrativo;Financeiro;2021-07-09;2146.38;Estágio;Superior Completo;Desligado;Novaes das Flores;MG;Sim;4.0;0;10
963;Joana da Rocha;Feminino;1966-10-28;58;Casado(a);Desenvolvedor;Financeiro;2018-12-22;5740.47;Estágio;Pós-graduação;Desligado;Aragão de Fernandes;RS;Sim;6.2;4;2
964;Dr. Levi da Rocha;Outro;2002-08-08;22;Viúvo(a);Analista de RH;Marketing;2016-04-11;3414.72;PJ;Pós-graduação;Ativo;Gonçalves;BA;Sim;7.4;20;12
965;Heitor Ramos;Outro;1967-12-01;57;Casado(a);Gerente de Projetos;Financeiro;2009-06-18;8845.32;PJ;Superior Incompleto;Desligado;Moreira do Norte;RS;Não;1.3;2;0
966;Dra. Maria Eduarda Mendes;Masculino;2003-10-14;21;Viúvo(a);Analista Financeiro;Tecnologia da Informação;2011-06-02;4367.34;Estágio;Superior Incompleto;Ativo;Sales Verde;CE;Sim;8.0;10;5
967;Thiago da Rosa;Masculino;1976-02-12;49;Viúvo(a);Desenvolvedor;Recursos Humanos;2005-01-30;6245.83;Estágio;Pós-graduação;Desligado;Gonçalves de Goiás;RJ;Não;9.6;17;3
968;Bruna Gomes;Outro;1972-06-07;52;Solteiro(a);Analista Financeiro;Financeiro;2007-10-27;4655.51;CLT;Superior Completo;Desligado;Ramos;SP;Não;4.0;16;14
969;Yago Cardoso;Feminino;2001-10-03;23;Solteiro(a);Desenvolvedor;Tecnologia da Informação;2014-06-02;6541.21;CLT;Superior Incompleto;Desligado;Barbosa;PE;Não;1.4;7;15
970;Otávio Vieira;Masculino;2002-06-27;22;Divorciado(a);Desenvolvedor;Marketing;2004-01-16;5926.11;CLT;Pós-graduação;Desligado;Castro do Sul;RS;Não;3.4;14;10
971;Ian Freitas;Feminino;2001-01-12;24;Divorciado(a);Designer Gráfico;Marketing;2025-04-29;3810.53;PJ;Superior Incompleto;Desligado;Silva da Praia;SP;Sim;8.8;18;11
972;Gustavo Azevedo;Outro;1986-09-17;38;Divorciado(a);Coordenador de Marketing;Administrativo;2008-05-05;5054.06;Temporário;Pós-graduação;Desligado;Castro;PR;Sim;7.4;4;4
973;Clarice Nascimento;Outro;1997-03-06;28;Divorciado(a);Contador;Marketing;2014-06-04;5091.91;CLT;Superior Incompleto;Desligado;Cunha da Mata;MG;Sim;2.6;16;12
974;Murilo da Conceição;Feminino;1996-10-04;28;Casado(a);Auxiliar de Logística;Administrativo;2017-09-18;1609.11;Temporário;Superior Completo;Desligado;Nunes Paulista;CE;Sim;8.7;15;5
975;Lorena Teixeira;Feminino;2001-12-08;23;Viúvo(a);Analista de RH;Administrativo;2018-08-01;3920.42;Temporário;Superior Incompleto;Desligado;Aragão;RS;Sim;1.5;19;3
976;Dr. Pietro Mendes;Outro;1995-03-11;30;Casado(a);Auxiliar de Logística;Financeiro;2015-07-14;1821.53;CLT;Superior Incompleto;Ativo;Mendes da Mata;BA;Sim;4.0;3;10
977;Murilo Rezende;Outro;1998-03-21;27;Solteiro(a);Coordenador de Marketing;Logística;2007-02-14;7865.8;CLT;Ensino Médio;Desligado;Araújo;GO;Sim;2.4;5;7
978;Sarah Castro;Masculino;1991-01-16;34;Viúvo(a);Gerente de Projetos;Recursos Humanos;2020-11-13;11896.89;Temporário;Superior Completo;Ativo;Nascimento;RS;Sim;9.1;4;9
979;Anthony Farias;Masculino;1971-05-22;54;Casado(a);Assistente Administrativo;Tecnologia da Informação;2015-06-24;2209.97;Estágio;Pós-graduação;Ativo;Barros;DF;Sim;3.2;20;2
980;Dr. Henrique Lima;Masculino;1965-12-21;59;Viúvo(a);Desenvolvedor;Financeiro;2010-07-18;4250.16;PJ;Ensino Médio;Ativo;da Mata;GO;Não;3.0;0;13
981;Alice Cavalcanti;Masculino;2000-05-10;25;Viúvo(a);Assistente Administrativo;Logística;2024-03-09;2364.04;Estágio;Ensino Médio;Desligado;Araújo do Campo;PE;Não;4.9;5;10
982;Luiz Miguel da Cruz;Outro;1977-11-20;47;Viúvo(a);Estagiário de TI;Marketing;2014-01-03;1770.86;Temporário;Superior Completo;Ativo;Rezende da Mata;BA;Não;6.8;16;9
983;Gabrielly Caldeira;Outro;1975-09-07;49;Viúvo(a);Desenvolvedor;Tecnologia da Informação;2008-02-08;5462.74;Temporário;Pós-graduação;Desligado;Farias;MG;Sim;0.7;13;9
984;Sophie Barbosa;Masculino;1973-05-13;52;Viúvo(a);Auxiliar de Logística;Administrativo;2022-01-20;1980.87;PJ;Superior Incompleto;Ativo;Viana do Amparo;RS;Sim;3.1;9;10
985;Esther Rocha;Outro;2003-11-26;21;Viúvo(a);Desenvolvedor;Administrativo;2014-04-11;4900.18;PJ;Superior Incompleto;Desligado;Campos das Pedras;MG;Sim;7.7;5;5
986;Yago da Luz;Outro;1995-08-17;29;Casado(a);Auxiliar de Logística;Logística;2001-10-31;2186.81;Estágio;Superior Completo;Ativo;Cavalcanti da Prata;PR;Não;9.3;9;11
987;Fernanda Ribeiro;Masculino;1992-06-18;32;Divorciado(a);Auxiliar de Logística;Administrativo;2011-07-01;1747.75;Temporário;Pós-graduação;Desligado;Moreira Alegre;PE;Não;7.6;0;12
988;Bruno Alves;Masculino;1997-08-22;27;Viúvo(a);Auxiliar de Logística;Administrativo;2008-09-11;2063.76;Estágio;Superior Completo;Ativo;da Cunha do Galho;RS;Sim;6.6;8;9
989;Kamilly das Neves;Feminino;1981-02-18;44;Solteiro(a);Auxiliar de Logística;Financeiro;2023-01-15;2053.64;Temporário;Superior Incompleto;Ativo;Cunha;GO;Não;8.6;3;2
990;Maria Vitória Moura;Masculino;1999-02-04;26;Casado(a);Auxiliar de Logística;Administrativo;2018-10-31;1835.78;Estágio;Ensino Médio;Desligado;Pereira;CE;Sim;2.8;19;12
991;Milena Cavalcanti;Masculino;2003-05-07;22;Solteiro(a);Analista de RH;Administrativo;2006-03-27;3014.04;Temporário;Pós-graduação;Desligado;Correia Paulista;RJ;Não;1.3;2;10
992;João Felipe Azevedo;Outro;1980-03-27;45;Viúvo(a);Gerente de Projetos;Tecnologia da Informação;2014-04-23;9949.04;PJ;Ensino Médio;Desligado;Aragão;RS;Não;5.7;8;9
993;Júlia da Mata;Outro;1969-11-16;55;Solteiro(a);Gerente de Projetos;Recursos Humanos;2012-04-22;11353.63;Temporário;Superior Completo;Desligado;Barros da Praia;RS;Sim;3.2;7;14
994;Bárbara Araújo;Feminino;2000-08-04;24;Divorciado(a);Assistente Administrativo;Administrativo;2002-05-07;2480.01;Temporário;Superior Completo;Ativo;Pires;MG;Sim;6.4;13;12
995;Diego Alves;Feminino;1996-01-08;29;Solteiro(a);Estagiário de TI;Recursos Humanos;2012-05-22;1747.79;Temporário;Ensino Médio;Desligado;Alves de Silveira;SP;Não;7.9;15;9
996;Bryan Campos;Outro;1966-12-29;58;Divorciado(a);Desenvolvedor;Administrativo;2025-03-17;4226.66;CLT;Ensino Médio;Ativo;Teixeira;DF;Sim;5.7;14;6
997;Yago Gonçalves;Masculino;1974-05-12;51;Viúvo(a);Coordenador de Marketing;Financeiro;2014-09-13;6079.51;PJ;Superior Completo;Ativo;Nogueira de Silveira;MG;Não;4.5;13;0
998;Joana Dias;Feminino;1975-08-14;49;Divorciado(a);Analista de RH;Logística;2009-08-11;3742.33;CLT;Ensino Médio;Ativo;Gonçalves Verde;BA;Não;1.5;7;10
999;Dra. Lorena Duarte;Outro;1973-07-04;51;Viúvo(a);Assistente Administrativo;Logística;2012-07-28;2447.75;PJ;Superior Incompleto;Ativo;da Rocha;RS;Não;1.8;0;1
1000;Dr. Rafael da Conceição;Masculino;1968-09-30;56;Divorciado(a);Desenvolvedor;Marketing;2006-09-21;6611.67;PJ;Superior Incompleto;Ativo;Pereira;PR;Sim;4.2;8;7
